event_id,customer_id,campaign_type,campaign_name,event_timestamp,clicked_flag,converted_flag
425,13016,Push,Reactivation,2025-12-27T12:52:45.202Z,0,0
427,6798,Push,Loyalty Offer,2025-06-07T12:52:45.202Z,0,0
433,46966,Email,Loyalty Offer,2025-05-04T12:52:45.202Z,0,1
453,27503,Push,Loyalty Offer,2025-07-27T12:52:45.202Z,0,0
458,46393,SMS,Loyalty Offer,2026-02-23T12:52:45.202Z,0,0
460,679,SMS,Reactivation,2025-10-09T12:52:45.202Z,0,0
464,6175,Push,Festive Sale,2025-08-09T12:52:45.202Z,0,0
472,34616,Push,New Launch,2025-04-09T12:52:45.202Z,1,0
480,21636,Email,Festive Sale,2025-07-28T12:52:45.202Z,1,0
489,48799,SMS,Festive Sale,2025-07-14T12:52:45.202Z,1,1
492,3020,SMS,Festive Sale,2026-01-22T12:52:45.202Z,0,0
496,45904,Email,Festive Sale,2025-10-20T12:52:45.202Z,1,0
501,43038,Push,Reactivation,2026-01-04T12:52:45.202Z,1,0
507,7722,SMS,New Launch,2026-02-07T12:52:45.202Z,1,0
512,12080,Push,New Launch,2025-08-12T12:52:45.202Z,0,0
519,13317,Push,New Launch,2025-03-03T12:52:45.202Z,1,1
527,10447,SMS,Reactivation,2026-01-08T12:52:45.202Z,0,0
533,16772,Push,Reactivation,2025-11-14T12:52:45.202Z,0,0
541,49937,Email,Reactivation,2025-03-31T12:52:45.202Z,0,0
547,38133,SMS,Reactivation,2025-07-28T12:52:45.202Z,0,0
550,3857,Push,Reactivation,2026-01-08T12:52:45.202Z,0,0
551,20967,Email,Festive Sale,2025-12-22T12:52:45.202Z,0,0
554,17804,Push,Reactivation,2025-06-11T12:52:45.202Z,0,0
560,48408,SMS,Festive Sale,2025-08-04T12:52:45.202Z,1,0
571,36984,Email,Festive Sale,2025-06-21T12:52:45.202Z,1,1
572,40613,Email,Reactivation,2026-01-18T12:52:45.202Z,1,0
577,17187,Push,New Launch,2025-07-31T12:52:45.202Z,1,0
584,20528,Push,New Launch,2025-12-11T12:52:45.202Z,1,0
588,18140,Email,Loyalty Offer,2026-01-08T12:52:45.202Z,1,1
600,33116,Push,Reactivation,2025-06-21T12:52:45.202Z,0,1
607,44951,SMS,Reactivation,2025-10-06T12:52:45.202Z,0,0
611,18658,Push,Reactivation,2025-05-05T12:52:45.202Z,0,0
612,36009,Email,Loyalty Offer,2025-10-01T12:52:45.202Z,0,0
619,22084,Push,Reactivation,2025-09-28T12:52:45.202Z,1,0
630,45552,Push,New Launch,2026-02-15T12:52:45.202Z,0,0
633,33854,Email,Reactivation,2025-06-02T12:52:45.202Z,0,0
635,5552,Push,Festive Sale,2025-11-21T12:52:45.202Z,0,0
638,44740,SMS,Festive Sale,2025-04-04T12:52:45.202Z,0,0
642,17324,Push,Festive Sale,2025-03-28T12:52:45.202Z,0,0
649,42239,Push,Loyalty Offer,2025-09-28T12:52:45.202Z,0,0
658,28859,Email,New Launch,2025-04-15T12:52:45.202Z,0,0
664,46504,Push,Loyalty Offer,2025-09-17T12:52:45.202Z,0,0
688,6599,SMS,Loyalty Offer,2026-01-17T12:52:45.202Z,0,0
695,34258,Email,Festive Sale,2025-10-08T12:52:45.202Z,1,0
700,7753,Email,Festive Sale,2025-05-06T12:52:45.202Z,1,0
704,47812,Push,Reactivation,2025-04-28T12:52:45.202Z,0,0
705,23953,Email,Reactivation,2025-08-25T12:52:45.202Z,0,0
707,27188,Email,Reactivation,2026-02-17T12:52:45.202Z,0,1
711,25027,SMS,Festive Sale,2025-08-12T12:52:45.202Z,1,0
714,5212,Email,Reactivation,2026-01-23T12:52:45.202Z,0,0
722,27222,SMS,New Launch,2026-02-24T12:52:45.202Z,0,0
739,16528,Email,New Launch,2026-01-20T12:52:45.202Z,1,0
740,10724,Email,Loyalty Offer,2026-02-11T12:52:45.202Z,0,0
743,36535,Email,New Launch,2025-10-11T12:52:45.202Z,0,0
747,32469,SMS,Reactivation,2025-04-24T12:52:45.202Z,0,0
757,43733,Push,Loyalty Offer,2025-08-10T12:52:45.202Z,0,0
758,38267,Push,Loyalty Offer,2025-09-01T12:52:45.202Z,1,0
760,2527,Push,Loyalty Offer,2026-01-16T12:52:45.202Z,0,0
786,3134,SMS,Reactivation,2025-05-06T12:52:45.202Z,0,0
791,40497,Push,Loyalty Offer,2025-05-19T12:52:45.202Z,1,0
793,39143,Email,Loyalty Offer,2025-07-12T12:52:45.202Z,1,0
810,409,Push,Loyalty Offer,2025-09-03T12:52:45.202Z,1,0
813,7533,Email,Festive Sale,2025-09-11T12:52:45.202Z,0,0
817,7174,Email,New Launch,2025-08-12T12:52:45.202Z,0,0
826,27125,Email,Festive Sale,2025-09-12T12:52:45.202Z,0,0
837,20026,SMS,New Launch,2025-09-14T12:52:45.202Z,0,0
838,19411,Push,Festive Sale,2025-09-20T12:52:45.202Z,0,0
841,37013,Push,Reactivation,2025-12-15T12:52:45.202Z,1,0
849,34375,Email,Loyalty Offer,2025-10-05T12:52:45.202Z,0,0
859,3575,Email,Reactivation,2026-01-26T12:52:45.202Z,0,0
863,1541,Push,Festive Sale,2026-01-29T12:52:45.202Z,0,0
866,26760,SMS,Loyalty Offer,2025-09-26T12:52:45.202Z,0,0
872,21874,SMS,Festive Sale,2025-07-10T12:52:45.202Z,1,0
876,22909,Email,Reactivation,2025-12-15T12:52:45.202Z,1,0
886,13786,Push,New Launch,2025-08-04T12:52:45.202Z,0,0
893,24161,SMS,Loyalty Offer,2025-09-29T12:52:45.202Z,1,0
902,19961,SMS,Loyalty Offer,2025-08-14T12:52:45.202Z,0,1
903,26476,Push,Loyalty Offer,2026-02-09T12:52:45.202Z,1,0
904,22500,Push,Festive Sale,2026-01-07T12:52:45.202Z,0,0
905,29216,SMS,Reactivation,2026-02-18T12:52:45.202Z,1,0
910,37064,SMS,Reactivation,2025-11-27T12:52:45.202Z,0,0
915,48568,SMS,Reactivation,2025-07-09T12:52:45.202Z,0,0
930,15362,Push,Reactivation,2025-10-28T12:52:45.202Z,0,0
934,6217,SMS,New Launch,2025-07-03T12:52:45.202Z,0,0
947,34369,SMS,Festive Sale,2025-12-15T12:52:45.202Z,0,0
951,23888,Email,Festive Sale,2025-06-03T12:52:45.202Z,0,0
955,13233,SMS,Reactivation,2025-07-23T12:52:45.202Z,0,0
966,10335,SMS,Festive Sale,2025-10-27T12:52:45.202Z,0,0
971,37000,SMS,New Launch,2025-12-11T12:52:45.202Z,0,0
976,49738,Email,Reactivation,2025-06-06T12:52:45.202Z,0,0
979,10335,Push,Loyalty Offer,2025-06-26T12:52:45.202Z,1,0
986,17921,Push,Festive Sale,2025-09-25T12:52:45.202Z,0,0
994,47636,Email,Festive Sale,2025-08-12T12:52:45.202Z,0,0
997,9746,Email,Reactivation,2025-06-20T12:52:45.202Z,0,0
1012,49500,SMS,Loyalty Offer,2025-08-22T12:52:45.202Z,0,0
1022,19131,Email,Festive Sale,2026-02-18T12:52:45.202Z,1,0
1032,7328,SMS,Festive Sale,2026-01-01T12:52:45.202Z,0,0
1037,13817,Push,Loyalty Offer,2026-01-14T12:52:45.202Z,0,1
1052,28227,Push,Loyalty Offer,2025-03-11T12:52:45.202Z,0,0
1055,23795,Email,Festive Sale,2025-04-18T12:52:45.202Z,0,0
1059,39444,Email,Reactivation,2025-09-30T12:52:45.202Z,1,0
1060,20069,SMS,Reactivation,2025-05-20T12:52:45.202Z,0,0
1062,33483,SMS,New Launch,2025-03-26T12:52:45.202Z,1,0
1068,48366,SMS,Reactivation,2025-07-25T12:52:45.202Z,1,0
1077,29231,Email,Festive Sale,2025-03-01T12:52:45.202Z,0,0
1081,24238,Email,Festive Sale,2026-01-18T12:52:45.202Z,0,0
1082,41370,Email,Festive Sale,2025-05-11T12:52:45.202Z,0,1
1092,25783,Push,Loyalty Offer,2025-03-31T12:52:45.202Z,0,0
1093,19087,Push,New Launch,2026-01-23T12:52:45.202Z,0,1
1099,35207,Push,Reactivation,2026-01-29T12:52:45.202Z,1,1
1102,21607,SMS,Festive Sale,2025-04-05T12:52:45.202Z,0,0
1122,40389,Email,New Launch,2025-09-18T12:52:45.202Z,1,1
1142,25398,Email,New Launch,2025-08-25T12:52:45.202Z,0,0
1143,41902,SMS,Loyalty Offer,2026-02-05T12:52:45.202Z,0,0
1145,15634,Email,Reactivation,2025-08-30T12:52:45.202Z,0,0
1149,26314,SMS,Reactivation,2025-09-02T12:52:45.202Z,0,0
1164,44387,SMS,New Launch,2025-08-19T12:52:45.202Z,0,0
1166,24204,Push,Loyalty Offer,2025-08-31T12:52:45.202Z,0,0
1168,7019,Push,New Launch,2025-08-05T12:52:45.202Z,0,0
1174,49605,SMS,Festive Sale,2025-12-28T12:52:45.202Z,1,0
1179,23742,Email,New Launch,2025-05-05T12:52:45.202Z,0,0
1180,7446,SMS,Reactivation,2026-02-18T12:52:45.202Z,1,0
1184,2285,SMS,Reactivation,2025-05-19T12:52:45.202Z,1,0
1201,31561,Push,Loyalty Offer,2025-09-20T12:52:45.202Z,0,0
1202,26242,Email,New Launch,2026-01-12T12:52:45.202Z,0,0
1204,26882,SMS,New Launch,2026-01-22T12:52:45.202Z,0,0
1211,723,SMS,Loyalty Offer,2025-10-06T12:52:45.202Z,1,0
1232,36134,Push,Festive Sale,2026-01-13T12:52:45.202Z,1,0
1246,43497,SMS,New Launch,2025-09-03T12:52:45.202Z,0,0
1260,7572,Push,Loyalty Offer,2025-10-27T12:52:45.202Z,1,0
1267,9204,Push,Festive Sale,2025-04-19T12:52:45.202Z,0,1
1272,49866,Push,New Launch,2025-11-02T12:52:45.202Z,0,0
1277,44633,Email,Loyalty Offer,2025-10-14T12:52:45.202Z,0,0
1282,150,Email,Loyalty Offer,2025-10-09T12:52:45.202Z,1,0
1310,28927,SMS,Loyalty Offer,2025-11-13T12:52:45.202Z,0,0
1315,46324,Email,Festive Sale,2025-12-24T12:52:45.202Z,1,0
1316,12278,SMS,Loyalty Offer,2025-08-10T12:52:45.202Z,0,0
1323,5228,SMS,Reactivation,2025-10-02T12:52:45.202Z,0,0
1326,40649,Push,Reactivation,2026-02-03T12:52:45.202Z,0,0
1329,46662,Email,Festive Sale,2025-08-26T12:52:45.202Z,0,1
1340,33922,Email,Loyalty Offer,2025-04-15T12:52:45.202Z,0,0
1344,28520,Email,Festive Sale,2025-08-09T12:52:45.202Z,0,0
1365,34532,Push,Reactivation,2025-06-02T12:52:45.202Z,0,0
1384,38841,Email,Reactivation,2025-09-28T12:52:45.202Z,0,0
1388,25056,SMS,New Launch,2025-03-06T12:52:45.202Z,0,0
1397,8983,Email,Loyalty Offer,2025-05-03T12:52:45.202Z,0,0
1408,34162,Push,Festive Sale,2025-09-29T12:52:45.202Z,1,0
1409,8118,Email,Reactivation,2025-08-16T12:52:45.202Z,0,1
1412,10092,Email,Reactivation,2025-09-24T12:52:45.202Z,0,0
1417,40967,SMS,Loyalty Offer,2025-10-22T12:52:45.202Z,1,1
1419,7650,SMS,Reactivation,2026-02-26T12:52:45.202Z,0,0
1429,41146,SMS,Reactivation,2025-05-04T12:52:45.202Z,0,0
1441,2238,SMS,Reactivation,2025-11-04T12:52:45.202Z,0,0
1447,35610,SMS,New Launch,2026-02-24T12:52:45.202Z,0,0
1448,1592,SMS,Festive Sale,2026-02-14T12:52:45.202Z,1,0
1449,16320,Push,Festive Sale,2025-08-03T12:52:45.202Z,1,0
1458,44635,SMS,New Launch,2026-02-17T12:52:45.202Z,0,0
1464,1061,Email,Festive Sale,2025-04-27T12:52:45.202Z,0,0
1469,37597,Email,Festive Sale,2025-08-29T12:52:45.202Z,0,0
1478,8077,Push,Festive Sale,2025-05-18T12:52:45.202Z,0,0
1491,27249,SMS,Festive Sale,2025-10-31T12:52:45.202Z,1,0
1501,18753,SMS,New Launch,2026-02-14T12:52:45.202Z,0,0
1505,26438,SMS,Reactivation,2025-12-30T12:52:45.202Z,0,0
1510,34593,SMS,New Launch,2026-01-02T12:52:45.202Z,0,0
1521,38015,Push,New Launch,2026-01-24T12:52:45.202Z,0,0
1525,44239,Email,Festive Sale,2025-07-06T12:52:45.202Z,1,0
1526,3043,Push,Reactivation,2025-09-03T12:52:45.202Z,0,0
1533,5715,Push,Reactivation,2025-07-14T12:52:45.202Z,0,0
1536,43105,Push,Loyalty Offer,2025-10-23T12:52:45.202Z,0,0
1539,42838,Push,New Launch,2025-09-26T12:52:45.202Z,1,0
1540,19785,Email,Festive Sale,2025-07-09T12:52:45.202Z,0,0
1550,44159,Email,Loyalty Offer,2025-10-04T12:52:45.202Z,0,0
1552,14660,Email,New Launch,2025-05-23T12:52:45.202Z,0,0
1563,12545,SMS,Reactivation,2025-12-12T12:52:45.202Z,0,0
1568,27180,SMS,Loyalty Offer,2025-06-28T12:52:45.202Z,0,0
1578,36513,Email,Reactivation,2025-12-29T12:52:45.202Z,0,0
1590,4311,SMS,New Launch,2025-08-17T12:52:45.202Z,0,0
1597,33398,SMS,New Launch,2025-08-15T12:52:45.202Z,1,0
1599,35390,Email,Reactivation,2025-07-02T12:52:45.202Z,1,0
1623,36576,Email,New Launch,2025-12-03T12:52:45.202Z,0,0
1630,31447,Email,Reactivation,2026-01-11T12:52:45.202Z,0,0
1639,32643,SMS,New Launch,2025-06-16T12:52:45.202Z,1,0
1643,48907,Push,Reactivation,2025-06-20T12:52:45.202Z,1,0
1646,41181,Push,Loyalty Offer,2026-02-02T12:52:45.202Z,0,0
1650,44321,Email,Festive Sale,2025-12-01T12:52:45.202Z,0,1
1659,31499,Push,Reactivation,2025-04-20T12:52:45.202Z,1,0
1665,31868,Push,Loyalty Offer,2026-02-13T12:52:45.202Z,1,0
1669,11874,SMS,Festive Sale,2025-05-28T12:52:45.202Z,0,0
1675,29677,Push,Festive Sale,2025-08-11T12:52:45.202Z,0,0
1682,2606,SMS,Reactivation,2025-07-23T12:52:45.202Z,0,1
1686,22861,Email,New Launch,2025-05-13T12:52:45.202Z,0,0
1694,34985,SMS,Festive Sale,2026-01-08T12:52:45.202Z,0,0
1701,28617,Push,Reactivation,2025-04-25T12:52:45.202Z,0,0
1712,1516,Push,Reactivation,2025-03-24T12:52:45.202Z,0,0
1715,37901,SMS,New Launch,2025-12-17T12:52:45.202Z,0,0
1723,29989,Push,Loyalty Offer,2025-05-05T12:52:45.202Z,0,0
1725,16886,Email,New Launch,2025-10-14T12:52:45.202Z,1,0
1732,11685,SMS,New Launch,2025-12-24T12:52:45.202Z,0,0
1737,44325,Push,Festive Sale,2025-06-01T12:52:45.202Z,0,0
1738,43191,Push,Reactivation,2025-10-04T12:52:45.202Z,1,0
1751,19967,Email,Festive Sale,2025-12-27T12:52:45.202Z,1,0
1770,34532,SMS,Festive Sale,2025-05-28T12:52:45.202Z,1,0
1791,10590,Email,Festive Sale,2026-01-18T12:52:45.202Z,0,0
1796,42170,Push,Reactivation,2025-06-05T12:52:45.202Z,1,0
1801,7778,SMS,Loyalty Offer,2025-05-24T12:52:45.202Z,0,0
1803,33849,Push,Reactivation,2026-02-03T12:52:45.202Z,1,0
1818,28110,SMS,Reactivation,2025-05-12T12:52:45.202Z,1,0
1831,2981,Push,Loyalty Offer,2025-11-29T12:52:45.202Z,0,0
1835,45085,Email,Loyalty Offer,2025-12-21T12:52:45.202Z,0,0
1853,47521,Push,Loyalty Offer,2025-08-25T12:52:45.202Z,1,0
1856,31026,Push,Loyalty Offer,2025-11-13T12:52:45.202Z,0,0
1879,24241,Email,Reactivation,2025-09-04T12:52:45.202Z,0,0
1906,29589,Email,New Launch,2025-05-27T12:52:45.202Z,0,0
1908,25013,Push,New Launch,2025-04-16T12:52:45.202Z,0,0
1914,8128,SMS,New Launch,2025-06-24T12:52:45.202Z,1,0
1917,42429,Email,Festive Sale,2025-03-11T12:52:45.202Z,0,0
1923,40171,SMS,Reactivation,2025-05-02T12:52:45.202Z,0,0
1937,10046,SMS,Reactivation,2025-12-17T12:52:45.202Z,1,0
1946,33140,Push,Reactivation,2025-11-04T12:52:45.202Z,0,0
1948,48835,Email,New Launch,2025-11-12T12:52:45.202Z,0,0
1959,27158,Push,Festive Sale,2026-02-23T12:52:45.202Z,0,0
1968,28406,Push,Festive Sale,2026-02-05T12:52:45.202Z,0,0
1970,46388,SMS,Reactivation,2025-04-27T12:52:45.202Z,0,0
1977,24770,SMS,Festive Sale,2025-12-05T12:52:45.202Z,0,0
1980,25063,SMS,Festive Sale,2025-04-14T12:52:45.202Z,1,0
1997,23094,Email,Festive Sale,2025-04-13T12:52:45.202Z,0,0
2000,28806,Push,Reactivation,2025-09-23T12:52:45.202Z,1,0
2001,30289,SMS,Festive Sale,2025-10-20T12:52:45.202Z,0,0
2004,36157,Push,Loyalty Offer,2025-09-22T12:52:45.202Z,0,0
2010,17424,Push,Loyalty Offer,2026-01-11T12:52:45.202Z,0,1
2014,27061,SMS,New Launch,2025-04-02T12:52:45.202Z,0,0
2029,33507,Push,Festive Sale,2025-12-08T12:52:45.202Z,0,0
2035,1380,SMS,Festive Sale,2025-09-21T12:52:45.202Z,1,0
2048,12726,Email,Loyalty Offer,2025-09-28T12:52:45.202Z,0,0
2049,13626,Email,New Launch,2025-03-27T12:52:45.202Z,0,0
2065,48418,Push,New Launch,2025-10-15T12:52:45.202Z,1,0
2068,39424,Push,New Launch,2025-12-17T12:52:45.202Z,1,0
2079,14977,SMS,Reactivation,2025-10-23T12:52:45.202Z,0,0
2080,9292,Push,New Launch,2025-06-06T12:52:45.202Z,0,0
2087,36984,Push,Reactivation,2025-08-31T12:52:45.202Z,0,0
2102,15383,SMS,Loyalty Offer,2025-04-21T12:52:45.202Z,0,1
2111,47835,Email,Reactivation,2025-07-12T12:52:45.202Z,0,0
2116,12551,Push,Festive Sale,2025-11-04T12:52:45.202Z,0,0
2122,6205,Email,Festive Sale,2025-05-29T12:52:45.202Z,0,0
2123,47729,Push,Reactivation,2025-04-20T12:52:45.202Z,0,0
2137,28306,SMS,Reactivation,2025-09-20T12:52:45.202Z,0,0
2139,29820,SMS,Reactivation,2026-02-04T12:52:45.202Z,0,0
2156,19235,Email,Festive Sale,2025-05-30T12:52:45.202Z,0,0
2157,19344,Push,Loyalty Offer,2026-01-19T12:52:45.202Z,0,0
2158,11810,Email,Loyalty Offer,2025-05-15T12:52:45.202Z,0,0
2165,27673,Email,New Launch,2025-10-15T12:52:45.202Z,0,0
2167,6401,SMS,New Launch,2025-04-20T12:52:45.202Z,0,0
2174,45987,Email,Loyalty Offer,2025-09-19T12:52:45.202Z,1,0
2178,38597,Push,New Launch,2025-03-07T12:52:45.202Z,0,0
2182,48366,Email,Reactivation,2026-02-04T12:52:45.202Z,0,0
2206,23871,SMS,New Launch,2025-07-24T12:52:45.202Z,1,0
2217,14670,Email,Loyalty Offer,2025-09-11T12:52:45.202Z,0,0
2219,25496,Email,Reactivation,2025-03-28T12:52:45.202Z,1,0
2228,35527,Email,Festive Sale,2025-11-15T12:52:45.202Z,0,1
2233,23066,Push,Reactivation,2025-07-11T12:52:45.202Z,0,0
2239,46968,SMS,New Launch,2025-09-21T12:52:45.202Z,0,0
2242,43486,Email,Reactivation,2026-01-20T12:52:45.202Z,0,0
2253,36579,Push,Loyalty Offer,2025-06-24T12:52:45.202Z,0,0
2255,15674,Email,New Launch,2025-04-11T12:52:45.202Z,0,0
2263,30646,SMS,New Launch,2025-04-14T12:52:45.202Z,0,0
2268,697,Email,Festive Sale,2025-06-13T12:52:45.202Z,0,0
2280,9698,Push,Loyalty Offer,2025-05-21T12:52:45.202Z,0,0
2294,46962,SMS,Loyalty Offer,2025-11-12T12:52:45.202Z,1,0
2295,25783,Push,New Launch,2026-01-11T12:52:45.202Z,0,0
2296,1423,Email,Festive Sale,2026-01-22T12:52:45.202Z,0,0
2297,10007,Push,Reactivation,2025-10-26T12:52:45.202Z,0,0
2302,41592,SMS,Reactivation,2026-02-11T12:52:45.202Z,0,0
2303,13936,SMS,Festive Sale,2026-01-27T12:52:45.202Z,0,0
2308,47685,Email,New Launch,2026-01-01T12:52:45.202Z,0,0
2313,44438,Email,Reactivation,2025-05-06T12:52:45.202Z,0,0
2316,37069,Push,Loyalty Offer,2025-11-15T12:52:45.202Z,1,0
2335,48642,Email,Festive Sale,2025-09-23T12:52:45.202Z,1,0
2341,34283,Email,Festive Sale,2025-11-02T12:52:45.202Z,0,0
2342,7004,SMS,Loyalty Offer,2025-09-19T12:52:45.202Z,0,0
2351,14553,Email,New Launch,2025-06-17T12:52:45.202Z,0,0
2354,17187,Email,Festive Sale,2025-08-11T12:52:45.202Z,0,0
2368,30896,Push,Festive Sale,2025-09-25T12:52:45.202Z,0,0
2375,26600,SMS,Loyalty Offer,2025-04-22T12:52:45.202Z,0,0
2386,9788,Push,Loyalty Offer,2025-06-23T12:52:45.202Z,0,0
2388,10180,Email,New Launch,2025-09-21T12:52:45.202Z,0,0
2395,23072,SMS,New Launch,2025-05-14T12:52:45.202Z,0,0
2397,10171,Email,New Launch,2025-03-18T12:52:45.202Z,0,0
2398,27406,Email,New Launch,2025-03-09T12:52:45.202Z,0,0
2415,49604,SMS,New Launch,2025-10-10T12:52:45.202Z,0,0
2422,12863,SMS,New Launch,2025-06-21T12:52:45.202Z,0,0
2430,92,Push,Reactivation,2025-09-21T12:52:45.202Z,0,0
2443,40753,Push,Festive Sale,2025-06-10T12:52:45.202Z,1,0
2461,28025,Push,New Launch,2025-12-23T12:52:45.202Z,0,0
2463,3098,Email,Loyalty Offer,2025-07-12T12:52:45.202Z,0,1
2467,7511,Push,Loyalty Offer,2025-08-05T12:52:45.202Z,0,0
2469,7019,Push,Festive Sale,2025-03-27T12:52:45.202Z,1,1
2470,46201,Push,New Launch,2025-12-20T12:52:45.202Z,0,0
2472,1212,SMS,Loyalty Offer,2025-06-26T12:52:45.202Z,0,0
2487,28041,Email,Loyalty Offer,2026-01-31T12:52:45.202Z,1,0
2502,14429,Push,New Launch,2025-07-19T12:52:45.202Z,1,0
2509,29227,Push,New Launch,2025-03-25T12:52:45.202Z,1,0
2531,40485,SMS,Loyalty Offer,2025-07-12T12:52:45.202Z,0,1
2534,42770,Email,New Launch,2025-09-11T12:52:45.202Z,0,0
2540,31019,SMS,New Launch,2025-04-17T12:52:45.202Z,1,0
2542,15719,SMS,New Launch,2026-01-03T12:52:45.202Z,0,1
2551,10481,Push,Festive Sale,2025-11-11T12:52:45.202Z,1,0
2556,9396,SMS,New Launch,2025-12-28T12:52:45.202Z,0,0
2558,3059,Push,Festive Sale,2025-11-03T12:52:45.202Z,0,0
2564,13266,SMS,Reactivation,2025-09-20T12:52:45.202Z,0,1
2567,16444,SMS,Reactivation,2025-04-19T12:52:45.202Z,0,0
2571,37836,Push,Loyalty Offer,2025-03-05T12:52:45.202Z,0,0
2572,45019,Email,Festive Sale,2025-10-30T12:52:45.202Z,1,0
2589,48445,Push,Reactivation,2025-08-27T12:52:45.202Z,1,0
