order_item_id,order_id,product_id,category,subcategory,product_price,quantity,is_discounted,product_version
3345,41456,432,Beauty,C,164.18,1,0,Old
3350,133338,326,Beauty,D,816.98,2,0,New
3353,96909,784,Sports,B,714.85,1,0,Old
3370,106347,169,Home,D,1768.94,2,1,Old
3403,8602,749,Beauty,A,710.04,2,1,Old
3407,40507,252,Beauty,E,2209.3,3,1,New
3421,22333,218,Home,E,2518.11,2,0,Old
3424,105162,679,Beauty,E,2641.45,3,0,New
3431,15020,307,Sports,E,2264.21,3,0,Old
3434,195454,328,Electronics,B,1363.59,1,0,Old
3437,87785,106,Home,A,2156.01,1,1,New
3493,125260,659,Beauty,D,1609.83,2,0,Old
3497,103435,643,Electronics,A,2422.68,1,1,Old
3522,56056,267,Beauty,B,561.76,1,0,Old
3532,11782,468,Electronics,A,1131.23,1,0,Old
3536,93921,469,Electronics,A,1827.42,2,0,Old
3543,182592,622,Fashion,B,2873.59,2,0,New
3547,100887,78,Sports,A,2268.84,2,0,New
3555,95954,638,Home,E,580.51,2,0,Old
3582,92128,224,Electronics,C,1459.83,3,1,Old
3631,163345,147,Fashion,D,849.23,3,1,Old
3662,69452,155,Fashion,B,2705.58,3,1,Old
3665,199673,177,Electronics,B,770.34,1,1,Old
3667,117715,493,Home,A,636.47,2,1,New
3679,150848,92,Fashion,D,853.11,2,0,New
3696,19180,268,Beauty,A,1647.53,2,0,New
3704,91533,257,Fashion,B,525.53,2,1,New
3739,156034,331,Beauty,E,1658.16,3,1,New
3745,178886,511,Beauty,A,2005.55,1,0,Old
3746,115036,145,Beauty,D,373.47,3,1,Old
3749,181401,452,Beauty,B,1730.6,3,0,Old
3757,118531,160,Sports,E,1849.3,2,0,Old
3760,88165,150,Home,E,1641.58,3,1,Old
3762,62494,414,Fashion,E,1584.56,1,0,Old
3778,139339,723,Beauty,B,2686.59,3,1,New
3783,22546,79,Sports,D,355.9,2,0,Old
3793,88355,755,Fashion,C,1676.78,3,0,Old
3794,180293,622,Fashion,C,858.09,1,0,Old
3812,164402,414,Home,E,1722.59,1,0,New
3825,66407,366,Electronics,E,2415.43,3,0,Old
3845,7152,236,Electronics,A,1602.98,3,0,Old
3846,38122,488,Fashion,D,1343.84,3,0,New
3866,144086,103,Home,A,1840.15,2,0,Old
3870,74900,14,Fashion,B,1882.75,3,1,New
3888,107551,58,Electronics,E,2674.9,3,0,Old
3893,153161,714,Home,A,2946.3,2,1,New
3911,4712,341,Beauty,C,1866.83,1,1,Old
3920,5118,353,Home,E,937.72,2,0,New
3937,53655,779,Electronics,E,2926.74,1,0,Old
3938,149890,636,Home,A,2489.35,1,0,Old
3941,183033,62,Electronics,B,1546.18,1,1,Old
3955,105367,793,Fashion,E,2530.09,1,1,New
3960,112746,74,Fashion,B,847.01,1,1,New
3962,131330,488,Sports,C,1854.77,1,0,Old
3965,70459,523,Beauty,E,2620.68,3,0,Old
3973,80432,54,Beauty,A,2106.21,3,0,Old
3979,171736,183,Home,D,1516.4,2,0,New
3989,152057,682,Sports,C,2735.19,3,1,Old
3992,34660,129,Beauty,A,2295.69,2,0,New
3994,174147,750,Fashion,E,1769.32,3,1,New
4002,94738,491,Home,E,1906.7,2,0,New
4010,135976,694,Fashion,D,2894.13,3,0,Old
4036,40259,757,Electronics,E,2352.85,1,1,Old
4041,58572,663,Fashion,C,188.1,1,0,New
4065,13981,236,Home,C,1857.73,1,1,Old
4073,73233,297,Sports,B,253.37,3,0,New
4075,165059,298,Home,D,1210,1,1,New
4078,20493,567,Sports,D,1776.89,3,1,Old
4090,187404,131,Electronics,C,1092.25,3,1,New
4098,127534,73,Home,B,657.46,2,0,Old
4100,87860,155,Fashion,B,2065,3,1,Old
4107,175742,254,Electronics,D,1958.91,1,0,Old
4109,64001,247,Home,B,2028.05,3,0,Old
4123,8700,43,Fashion,E,1273.95,3,0,Old
4153,143137,126,Electronics,A,624.65,3,0,New
4165,99318,457,Sports,B,1776.32,2,1,Old
4171,137958,55,Fashion,E,2450.66,3,0,New
4176,154135,310,Home,D,539.61,1,0,Old
4195,35753,475,Beauty,A,1987.78,2,1,Old
4202,94565,393,Home,B,882.44,3,0,New
4205,75214,126,Electronics,E,1703.28,1,0,New
4215,160614,791,Electronics,D,2023.27,1,1,Old
4218,157095,405,Fashion,D,2635.2,3,1,Old
4250,121792,695,Electronics,C,2138.1,3,0,Old
4261,7815,146,Beauty,A,2704.02,3,0,Old
4262,8668,501,Fashion,C,420.45,1,0,Old
4274,156635,406,Electronics,A,2390.12,3,1,Old
4299,6900,705,Sports,C,2409.8,2,1,Old
4301,127213,684,Electronics,C,1554,3,0,Old
4320,176638,677,Fashion,C,321.61,3,0,Old
4325,22626,789,Electronics,C,1736.49,2,1,Old
4336,80502,243,Electronics,C,2495.59,3,1,Old
4354,73292,621,Electronics,E,1943.83,1,0,New
4364,46850,730,Sports,D,448.69,1,1,New
4372,166990,192,Fashion,E,867.34,1,1,Old
4377,21431,397,Fashion,A,1986.37,1,0,Old
4386,150961,427,Beauty,C,1917.96,3,0,New
4390,103722,785,Beauty,A,1727.49,1,1,Old
4391,21914,611,Sports,E,1354.76,1,0,New
4402,82245,768,Beauty,E,547.46,1,0,Old
4409,192887,236,Fashion,A,2087.96,2,0,Old
4416,158747,184,Fashion,B,2813.59,2,1,Old
4433,60540,367,Electronics,A,666.41,1,0,Old
4439,165939,629,Electronics,C,716.84,3,0,Old
4443,8421,750,Home,C,744.16,3,1,Old
4458,101751,526,Sports,C,333.39,3,0,Old
4459,64942,185,Sports,E,2632.7,1,0,Old
4464,194354,733,Fashion,B,2573.48,1,1,Old
4471,762,637,Fashion,E,190.47,2,1,Old
4487,154777,339,Fashion,A,2583.85,2,0,Old
4498,85153,782,Sports,A,962.62,3,0,Old
4504,4254,300,Beauty,B,1428.16,3,1,New
4527,147830,478,Home,C,712.93,2,1,Old
4538,80338,213,Fashion,B,730.44,1,0,Old
4542,189329,106,Electronics,C,2310.99,3,1,New
4562,161586,513,Fashion,E,247.01,3,0,Old
4566,111569,176,Fashion,E,2008.29,3,0,Old
4569,186029,787,Home,B,2578.32,1,1,Old
4573,31685,173,Sports,E,431.2,2,0,Old
4578,126024,455,Sports,D,199.86,3,1,New
4591,144954,40,Fashion,E,2574.4,3,0,Old
4604,106204,247,Fashion,A,2641.94,3,1,Old
4612,171556,698,Electronics,B,2730.14,3,1,Old
4624,72194,392,Home,E,2815.11,2,1,Old
4632,78752,510,Electronics,A,2050.87,2,1,Old
4640,5065,717,Fashion,E,238.08,3,0,New
4646,87762,192,Electronics,A,2396.89,3,1,New
4652,189694,30,Sports,B,172.73,3,0,Old
4653,76858,327,Home,D,2486.81,1,1,New
4667,136927,747,Beauty,A,1375.38,1,0,Old
4694,165586,347,Home,B,688.12,1,0,Old
4711,155373,762,Electronics,E,1510.23,2,1,Old
4713,39273,683,Fashion,A,919.35,2,0,Old
4726,24627,147,Home,C,2590.84,2,0,Old
4728,130468,272,Home,B,155.71,2,1,Old
4729,185009,136,Sports,D,2244.86,1,1,Old
4734,5265,137,Beauty,A,159.72,3,1,Old
4739,139655,619,Home,B,1226.23,3,0,Old
4752,96526,5,Home,C,2880,2,1,New
4771,4561,759,Electronics,C,198.53,3,0,New
4785,57538,481,Beauty,C,524.16,1,0,Old
4800,182664,500,Beauty,E,658.07,1,0,Old
4828,184445,610,Sports,C,2821.25,3,0,Old
4832,141880,271,Beauty,E,1822.17,1,1,New
4855,35247,668,Sports,C,968.84,3,0,New
4891,23958,191,Fashion,B,2291.65,2,1,New
4895,31631,664,Beauty,B,1671.81,3,0,Old
4909,182868,792,Fashion,B,2347.78,3,1,Old
4910,90137,529,Sports,D,2850.06,1,0,New
4928,73774,409,Sports,C,2742.35,3,1,Old
4963,45812,314,Beauty,E,448.26,3,0,Old
4977,1763,295,Beauty,B,2628.2,2,1,Old
5001,34415,77,Sports,D,1942.44,3,1,Old
5004,53148,413,Beauty,B,1997.23,2,0,New
5022,167655,534,Fashion,A,508.11,2,0,New
5047,94876,626,Sports,D,2582.24,2,0,New
5049,156480,199,Beauty,A,1601.63,2,0,New
5053,32963,64,Fashion,C,2147.25,2,0,Old
5059,89471,284,Beauty,D,321.88,1,0,New
5081,37735,571,Beauty,E,212.36,2,0,New
5086,192191,155,Beauty,D,320.23,3,0,New
5099,82446,599,Sports,B,2877.66,2,0,Old
5104,142937,770,Beauty,E,1004.53,2,1,Old
5107,74912,261,Beauty,A,2357.04,1,0,Old
5109,152983,747,Sports,D,839.65,3,0,Old
5116,134805,557,Home,D,2932.98,3,0,Old
5157,9631,666,Sports,D,178.55,3,1,New
5160,102654,543,Home,B,1730.5,2,0,Old
5161,89471,287,Fashion,E,822.56,1,1,New
5175,178901,132,Home,C,1610.91,2,0,Old
5185,141891,332,Home,B,981.7,3,1,New
5195,23662,719,Beauty,E,498.22,3,0,New
5196,70459,284,Electronics,B,2087.36,3,0,Old
5202,146760,206,Sports,D,881.97,1,1,New
5215,183518,16,Sports,C,2067.45,1,1,Old
5231,59192,766,Beauty,A,1053.17,3,1,Old
5249,1703,419,Beauty,C,967.41,1,0,Old
5256,56671,337,Home,C,2112.86,2,0,New
5257,130561,775,Home,A,2560.09,1,0,Old
5261,18293,211,Fashion,D,2374.24,1,0,Old
5272,150324,546,Fashion,B,164.25,2,0,Old
5284,199557,358,Electronics,A,622.78,1,0,Old
5298,110089,723,Electronics,C,734.47,2,1,Old
5305,187822,12,Sports,E,1390.84,3,0,Old
5370,119542,387,Sports,A,602.4,3,0,New
5376,176942,65,Fashion,C,2453.26,2,0,Old
5377,129614,580,Fashion,A,918.66,1,0,Old
5380,41282,300,Home,A,763.91,1,0,New
5385,8663,436,Home,A,188.47,1,0,Old
5391,162229,270,Electronics,A,225.03,1,0,Old
5398,166014,729,Sports,D,2275.96,3,0,Old
5399,65655,151,Fashion,D,746.76,3,1,New
5400,96218,195,Fashion,C,1724.57,3,1,Old
5411,140927,86,Home,A,946.37,1,0,Old
5429,151464,93,Home,D,1399.17,1,0,Old
5437,71077,755,Sports,A,2122.51,3,0,Old
5438,106755,364,Home,D,1419.2,1,1,Old
5462,7992,185,Home,E,329.15,2,0,Old
5468,82034,303,Electronics,E,1024.42,3,1,New
5470,126980,426,Beauty,E,293.25,1,0,Old
5485,12457,13,Sports,D,2989.28,2,0,New
5492,106389,664,Fashion,A,2932.55,3,0,Old
5499,31319,249,Beauty,A,497.47,2,1,Old
5511,53923,5,Electronics,C,2738.13,1,0,Old
5549,25952,234,Electronics,A,1194.14,1,1,Old
5553,93116,614,Electronics,B,1697.63,1,0,Old
5555,47735,744,Fashion,E,2041.91,1,1,New
5571,142870,155,Home,E,750.99,3,0,Old
5572,174410,161,Beauty,E,2777.03,1,0,Old
5620,6987,337,Sports,D,2674.36,1,0,Old
5632,90213,55,Home,A,1285.59,3,1,Old
5672,106025,280,Beauty,B,1143.83,3,1,Old
5702,4154,759,Home,E,2709.83,1,0,New
5713,112495,477,Electronics,A,1420.74,2,1,Old
5714,70312,670,Home,A,745.73,3,1,Old
5729,46429,623,Beauty,A,1324.52,2,0,New
5734,147923,665,Beauty,B,923.95,1,0,Old
5739,187766,392,Sports,C,2530.37,2,0,Old
5751,32651,143,Beauty,C,618.38,2,0,Old
5763,70673,566,Home,C,714.58,1,1,Old
5766,133358,322,Home,C,2720.1,1,0,Old
5767,125584,283,Electronics,E,2952.67,2,0,Old
5779,109526,480,Electronics,A,307.89,2,0,New
5782,50364,153,Home,E,2925.49,3,0,Old
5784,156352,235,Fashion,B,1127.03,3,1,Old
5804,199585,459,Beauty,A,1273.87,1,0,New
5811,184308,147,Home,D,383.92,3,0,Old
5812,147153,546,Fashion,E,1632.36,3,0,Old
5819,39273,189,Sports,C,1929.77,1,0,Old
5825,186937,410,Sports,E,164.37,3,0,New
5831,18183,229,Fashion,C,1022.97,3,0,Old
5875,129968,684,Home,E,2094.6,1,1,New
5889,92002,14,Sports,D,265.25,1,1,Old
5902,4620,478,Electronics,A,2592.43,1,0,New
5917,180942,231,Fashion,D,171.68,3,0,New
5918,199648,755,Beauty,A,2426.75,3,1,New
5930,25655,567,Home,A,2977.25,3,0,New
5934,13091,334,Sports,B,1197.46,1,1,Old
5936,36022,392,Beauty,C,395.41,2,0,Old
5948,108686,695,Sports,C,1067.81,2,0,Old
5971,67942,734,Home,C,1734.53,2,0,Old
5991,31878,166,Electronics,B,2521.9,2,0,New
